strategy_group,hero_filter,odds_condition,metric,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake
Bankroll5pct,none,underdog,HERO_DAMAGE,20000,8,2,6,25.00,822,-178,353,-0.5050,191,50
Bankroll5pct,none,underdog,HERO_DAMAGE,25000,2,1,1,50.00,1016,16,98,0.1595,50,50
Bankroll5pct,none,underdog,TOWER_DAMAGE,5000,20,5,15,25.00,675,-325,890,-0.3651,365,52
Bankroll5pct,none,underdog,TOWER_DAMAGE,10000,3,0,3,0.00,857,-143,143,-1.0000,143,50
Bankroll5pct,none,underdog,TOWER_DAMAGE,15000,2,0,2,0.00,903,-97,98,-1.0000,98,50
Bankroll5pct,none,underdog,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,underdog,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,underdog,DAMAGE_TAKEN,10000,44,15,29,34.09,649,-351,1621,-0.2163,382,50
Bankroll5pct,none,underdog,DAMAGE_TAKEN,20000,29,12,17,41.38,982,-18,1376,-0.0134,196,55
Bankroll5pct,none,underdog,DAMAGE_TAKEN,30000,9,5,4,55.56,1199,199,514,0.3876,130,66
Bankroll5pct,none,underdog,DAMAGE_TAKEN,40000,4,4,0,100.00,1353,353,228,1.5532,0,65
Bankroll5pct,none,underdog,DAMAGE_TAKEN,50000,1,1,0,100.00,1100,100,50,2.0000,0,50
Bankroll5pct,none,underdog,TEAM_PARTICIPATION,1,52,19,33,36.54,589,-411,2563,-0.1603,701,65
Bankroll5pct,none,underdog,TEAM_PARTICIPATION,2,30,12,18,40.00,844,-156,1648,-0.0945,439,64
Bankroll5pct,none,underdog,TEAM_PARTICIPATION,3,12,6,6,50.00,1056,56,658,0.0855,118,59
Bankroll5pct,none,underdog,TEAM_PARTICIPATION,4,5,1,4,20.00,888,-112,245,-0.4576,148,52
Bankroll5pct,none,underdog,TEAM_PARTICIPATION,5,2,1,1,50.00,1036,36,105,0.3397,55,55
Bankroll5pct,none,favorite,GPM,100,42,24,18,57.14,714,-286,1728,-0.1655,367,50
Bankroll5pct,none,favorite,GPM,200,25,13,12,52.00,749,-251,1155,-0.2178,351,53
Bankroll5pct,none,favorite,GPM,300,11,5,6,45.45,848,-152,528,-0.2873,266,54
Bankroll5pct,none,favorite,GPM,400,4,2,2,50.00,954,-46,201,-0.2281,77,52
